id;url;time;user
2106655678;https://postnauka.ru;1033895057;Henri
1776578253;https://www.youtube.com/;782573310;Pablo
506952235;https://www.epam.com/;1350865152;Gustave
774493572;https://www.youtube.com/;948298484;Edgar
2028673549;https://habrahabr.ru/;1410510766;Gustave
1634064458;https://stackoverflow.com/;1420372054;Pablo
1207007353;https://postnauka.ru;1012220892;Edgar
2040625054;https://stackoverflow.com/;156445721;Henri
535243564;https://stackoverflow.com/;952967811;Camille
1495520589;https://www.facebook.com/;860927629;Henri
1922790350;https://habrahabr.ru/;758826905;Henri
848647082;https://www.facebook.com/;798452891;Claude
1560154930;https://www.youtube.com/;711621451;Camille
103767253;https://www.youtube.com/;1235683590;Paul
826033298;https://www.youtube.com/;1843912514;Gustave
2112213495;https://vk.com;1591770540;Edgar
1422516436;http://livejournal.com/;119399392;Henri
1595351681;https://www.google.com/;413662404;Gustave
1689496009;http://livejournal.com/;738731394;Edgar
753929074;https://www.youtube.com/;617015840;Pierre-Auguste
557301098;https://www.facebook.com/;121287101;Pierre-Auguste
1867513488;https://www.youtube.com/;1830990954;Edouard
1681994011;https://www.epam.com/;1554330786;Edgar
1587229099;https://www.youtube.com/;2105382503;Paul
1560532202;https://habrahabr.ru/;1242992123;Pierre-Auguste
1971803615;https://www.youtube.com/;127287353;Vincent
1972707023;https://www.facebook.com/;606457486;Pablo
512751312;https://stackoverflow.com/;1268476054;Claude
637484523;https://www.youtube.com/;2143657303;Pierre-Auguste
1532985837;http://livejournal.com/;344475156;Edgar
183195083;https://www.google.com/;1550255311;Edgar
1629091247;https://www.facebook.com/;1973350495;Pierre-Auguste
1553981859;https://www.epam.com/;439396393;Henri
890648793;https://vk.com;131443070;Paul
1571831700;https://www.epam.com/;1936679057;Camille
1513298359;https://stackoverflow.com/;195825427;Camille
123364328;https://vk.com;268780141;Edgar
395638113;https://postnauka.ru;226309017;Paul
472888403;https://www.epam.com/;2101086878;Edgar
1312360182;https://www.facebook.com/;2013503398;Gustave
1615203122;https://www.facebook.com/;1543500733;Edouard
862674659;https://postnauka.ru;1650735912;Gustave
13492941;https://www.facebook.com/;1931998048;Pierre-Auguste
449610268;https://www.youtube.com/;1555373738;Pierre-Auguste
864725141;https://stackoverflow.com/;51404628;Pablo
1127461215;https://www.youtube.com/;127224973;Henri
1229600872;https://www.youtube.com/;996997858;Pablo
1448794229;https://habrahabr.ru/;1628066385;Pablo
1427668938;https://www.google.com/;198667276;Pierre-Auguste
2078352754;https://stackoverflow.com/;1652085195;Henri
613173548;https://vk.com;859773134;Pierre-Auguste
80824306;https://stackoverflow.com/;1361900142;Pablo
338308903;https://www.google.com/;1912564831;Paul
1299732572;https://habrahabr.ru/;2089269893;Gustave
1299888063;https://www.youtube.com/;369198191;Edouard
2147116832;https://www.yandex.ru/;310792308;Edgar
856725409;https://www.facebook.com/;1072580200;Edgar
1655813114;https://www.yandex.ru/;888677371;Pierre-Auguste
693902695;https://postnauka.ru;1008065711;Henri
1376095534;https://stackoverflow.com/;257490805;Gustave
164152528;https://habrahabr.ru/;424778722;Claude
1845876428;https://www.epam.com/;1457783059;Henri
1614934538;https://habrahabr.ru/;1271222298;Henri
1622686187;https://habrahabr.ru/;1544846371;Vincent
433837290;https://stackoverflow.com/;553972264;Edouard
1923349487;https://www.facebook.com/;644465228;Henri
100496432;https://www.facebook.com/;381928664;Vincent
1741258180;https://www.yandex.ru/;2028131537;Edouard
2047402182;https://postnauka.ru;1154603570;Vincent
1473405730;https://www.google.com/;390528459;Gustave
169775359;https://stackoverflow.com/;2127364278;Camille
1625776585;https://www.google.com/;837833073;Paul
540599258;https://www.yandex.ru/;428480669;Vincent
892909764;https://www.youtube.com/;2137855826;Edgar
1165806653;https://stackoverflow.com/;1541132573;Vincent
400969640;https://postnauka.ru;1089280919;Camille
