553082119;https://www.youtube.com/;1066611106;Gustave
1275161281;https://habrahabr.ru/;824117808;Pablo
1682217578;https://www.epam.com/;882138375;Pablo
646016621;https://www.facebook.com/;1001953216;Vincent
1423412350;https://www.google.com/;1869838076;Pablo
229336450;https://www.google.com/;1280313698;Gustave
1819161118;https://postnauka.ru;539011125;Edgar
2069163483;https://habrahabr.ru/;194748302;Paul
1491835635;https://www.epam.com/;539484218;Gustave
1773975739;https://www.google.com/;938259762;Edouard
1771665068;https://www.yandex.ru/;170727091;Pierre-Auguste
1208864271;https://www.youtube.com/;1202115834;Henri
1356090437;https://habrahabr.ru/;465007774;Edgar
2119169968;https://vk.com;588002953;Pierre-Auguste
1305434434;https://www.google.com/;893412756;Gustave
37901472;http://livejournal.com/;1940169663;Edouard
985471218;https://stackoverflow.com/;1981518090;Paul
1362957386;https://postnauka.ru;723764722;Pierre-Auguste
1481208750;https://stackoverflow.com/;795655051;Camille
701979076;https://www.yandex.ru/;1532222262;Camille
2146604569;https://www.google.com/;989892608;Pierre-Auguste
447629069;https://www.google.com/;1143591831;Paul
728592479;https://www.facebook.com/;679301354;Edgar
1783246929;https://postnauka.ru;482858588;Edgar
2011356535;https://stackoverflow.com/;755003812;Edgar
2126444322;https://stackoverflow.com/;265498436;Pablo
2020766307;http://livejournal.com/;1323177891;Claude
1111788990;https://postnauka.ru;723690441;Edgar
1275589997;https://postnauka.ru;1758954423;Claude
212116045;https://www.yandex.ru/;510275681;Pierre-Auguste
2133884265;https://habrahabr.ru/;1438475081;Edgar
1476031010;http://livejournal.com/;338243001;Paul
1262237944;https://stackoverflow.com/;1595083165;Pablo
2044839159;https://vk.com;868212218;Henri
1083825600;https://postnauka.ru;1726451983;Edgar
1087508531;https://www.yandex.ru/;1932616199;Edouard
1526251446;https://www.facebook.com/;918152279;Gustave
805487141;https://www.youtube.com/;1253512890;Paul
1650364502;https://stackoverflow.com/;1658630087;Edouard
584430919;https://vk.com;468343339;Edouard
1425917415;https://postnauka.ru;1265580681;Vincent
1667550077;https://habrahabr.ru/;837400811;Claude
1647946425;https://www.facebook.com/;1906321379;Edgar
913289557;https://vk.com;662602562;Camille
1071977576;https://stackoverflow.com/;428810356;Claude
159828295;https://www.yandex.ru/;1005046391;Pablo
1466483480;https://www.facebook.com/;113402742;Gustave
1324367604;https://vk.com;781174278;Camille
1897818296;https://www.youtube.com/;180699132;Claude
627327593;https://www.google.com/;496017640;Vincent
550328385;https://www.facebook.com/;455374387;Claude
811428698;https://stackoverflow.com/;445492944;Gustave
1188420854;http://livejournal.com/;899514530;Edgar
5915753;https://www.epam.com/;889588074;Pierre-Auguste
2117613988;https://www.google.com/;2130036075;Henri
420281950;https://www.facebook.com/;417699229;Pierre-Auguste
1212436448;https://stackoverflow.com/;1116647305;Camille
102124398;https://stackoverflow.com/;330920135;Edgar
861859661;http://livejournal.com/;1181462546;Edouard
92824181;https://www.facebook.com/;1519175173;Gustave
451529941;https://www.facebook.com/;1224681333;Edouard
437201470;https://stackoverflow.com/;1175653226;Henri
1929060845;https://www.yandex.ru/;1941124794;Edgar
1429900472;https://postnauka.ru;1784981316;Gustave
1530000339;https://habrahabr.ru/;381909190;Edouard
1560801855;https://postnauka.ru;1932721500;Pablo
1888748241;https://www.google.com/;547136406;Pierre-Auguste
375907547;https://www.epam.com/;83420212;Paul
117596537;https://postnauka.ru;1956057472;Gustave
2031934329;https://www.google.com/;256672328;Edouard
393327592;http://livejournal.com/;176239223;Henri
1609575733;https://www.google.com/;2081919824;Edouard
1219696389;https://habrahabr.ru/;437183814;Vincent
718941330;https://postnauka.ru;2065372538;Pablo
87732160;https://vk.com;48412881;Edgar
1062890174;https://www.youtube.com/;1354981041;Claude
284222037;https://vk.com;595989849;Pierre-Auguste
1574773457;https://vk.com;183605722;Henri
112931208;https://www.yandex.ru/;1732595126;Edouard
1638583563;https://habrahabr.ru/;1308601364;Gustave
235521513;https://postnauka.ru;2089064604;Edgar
1400822299;https://vk.com;266568181;Pablo
1968610575;https://www.yandex.ru/;1656943064;Camille
1031968340;https://habrahabr.ru/;251053265;Paul
790847710;https://www.yandex.ru/;1361044370;Claude
1778988279;https://postnauka.ru;495450100;Paul
1940055747;https://www.google.com/;1540962187;Claude
621413230;https://www.youtube.com/;2063203812;Pablo
31151860;https://www.epam.com/;953520222;Paul
989185164;https://www.google.com/;1725367714;Pablo
665713586;https://www.google.com/;284224192;Edouard
1176777679;https://www.youtube.com/;1641799655;Camille
1490139272;http://livejournal.com/;1835009729;Pierre-Auguste
1723248800;https://habrahabr.ru/;748731497;Edgar
829237643;https://www.facebook.com/;102742282;Claude
1064112528;http://livejournal.com/;52711189;Claude
1235053209;https://vk.com;336926;Paul
76128154;https://postnauka.ru;1478384980;Edgar
1003914908;https://www.yandex.ru/;111401371;Pablo
276904293;https://vk.com;1788785480;Edgar
