id;url;time;user
771939845;https://www.facebook.com/;2122075463;Edgar
225309223;https://habrahabr.ru/;742569698;Edouard
1368329287;https://www.facebook.com/;1962806533;Edouard
295955935;https://habrahabr.ru/;2140026859;Camille
432005624;https://habrahabr.ru/;282329993;Paul
488953285;https://stackoverflow.com/;1374850557;Henri
673847661;https://www.google.com/;1010559779;Camille
560933606;https://www.yandex.ru/;263401287;Claude
610077949;https://habrahabr.ru/;138359540;Pierre-Auguste
1700711538;https://habrahabr.ru/;46957035;Edgar
48362815;https://www.epam.com/;466749231;Pierre-Auguste
1731844601;https://postnauka.ru;1662199869;Claude
1930211152;https://www.google.com/;1043538266;Gustave
1948229041;https://stackoverflow.com/;534287620;Pierre-Auguste
424086282;https://vk.com;148725898;Vincent
739409581;https://www.youtube.com/;1131800503;Henri
1738514766;https://postnauka.ru;645671338;Edouard
2012609319;https://www.epam.com/;473829569;Edouard
1988440635;https://www.yandex.ru/;1634963380;Edgar
1761192630;https://habrahabr.ru/;1702378942;Pierre-Auguste
867666803;https://www.facebook.com/;632112117;Henri
252332184;http://livejournal.com/;2116259259;Gustave
362215004;https://vk.com;2122010189;Camille
234997225;https://stackoverflow.com/;1382354296;Camille
1025191516;https://www.yandex.ru/;42044780;Camille
393176042;https://vk.com;2007038889;Pierre-Auguste
282779420;https://postnauka.ru;213319446;Claude
1894831674;https://www.facebook.com/;442520880;Edgar
1605151430;https://stackoverflow.com/;313512031;Vincent
1429564703;https://www.google.com/;1078176101;Edgar
25868359;http://livejournal.com/;1568749039;Pablo
1206142910;https://habrahabr.ru/;124008014;Edouard
964807053;https://vk.com;1672481855;Henri
1656655454;https://habrahabr.ru/;2007256294;Pierre-Auguste
1268046280;https://www.youtube.com/;2142978010;Edgar
880194729;https://habrahabr.ru/;697302361;Pierre-Auguste
1302217645;https://stackoverflow.com/;1072889244;Edouard
2144715755;https://www.facebook.com/;2039417670;Vincent
844591022;https://vk.com;292399862;Claude
65514832;https://www.youtube.com/;893987323;Edouard
1775241794;https://stackoverflow.com/;285976103;Claude
1946657833;https://www.youtube.com/;742228156;Gustave
851296803;https://vk.com;1520094852;Claude
1757773864;https://vk.com;1269724925;Camille
1546489483;https://stackoverflow.com/;1061868720;Claude
1488791454;https://www.yandex.ru/;1898104994;Gustave
1061125493;https://www.facebook.com/;1640190692;Edouard
312017347;https://www.google.com/;1708974661;Edgar
615909858;https://www.yandex.ru/;1330425128;Camille
1066954990;https://www.facebook.com/;13206896;Camille
440531472;https://www.yandex.ru/;1251785111;Pierre-Auguste
672355545;https://vk.com;998683870;Pablo
1871955396;https://www.yandex.ru/;502804639;Camille
1234408670;https://www.yandex.ru/;440658110;Edouard
727417985;https://stackoverflow.com/;1870259518;Edouard
1212002876;https://www.youtube.com/;492604144;Camille
1149264846;https://vk.com;997246277;Edgar
1667326545;https://postnauka.ru;246266693;Henri
1274586484;https://www.yandex.ru/;1172677017;Claude
